her_name,list_name,list_pos,bloc_name,bloc_start,bloc_end,bloc2_name,bloc2_start,bloc2_end,education,education_year,pol_history,session
Ahmed Saidi,Parti l,8626 voix,Bloc Social-Démocrate,2014-12-20,2016-07-20,Mouvement Nidaa Tounes,2016-07-20,NA,,,,Deuxième session extraordinaire
Sana Salhi,Mouvement Nidaa Tounes,2ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Baccalauréat en Lettres au lycée de Rouhia (2006) Maîtrise en langue anglaise à l'Institut Supérieur des Sciences Humaines de Tunis (2010) Master en cours en Traduction  à l'Institut Supérieur des Sciences Humaines de Tunis,2006 2010 NA,Enseignante remplaçante au lycée secondaire de Rouhia (2011- 2012/2013- 2014),Deuxième session extraordinaire
Ahmed Seddik,Front Populaire,Tête de liste,Front Populaire,2014-12-20,NA,NA,NA,NA,,,,Deuxième session extraordinaire
Moncef Sellami,Mouvement Nidaa Tounes,Tête de liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Baccalauréat en Philosophie au lycée secondaire de Sfax (1960) Diplôme en économie et gestion à Sciences Po Paris,1960 NA,"Carrière bancaire au sein du groupe BNCI (actuellement BNP Paribas) en France puis à Londres et au Maroc, et à l'UBCI puis la Banque du Sud (actuellement Attijari Bank) en Tunisie  Fondateur de sa première société Tunisie Câbles (1978) Fondateur et président du groupe One Tech depuis 2012 Président Directeur Général de la société Grand Maghreb Média qui édite le quotidien Le Maghreb depuis 2012",Deuxième session extraordinaire
Mohamed Sidhom,Mouvement Ennahdha,Tête de liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Baccalauréat en mathématiques au lycée secondaire Mahmoud Messadi de Nabeul (1969) Diplôme de l'académie militaire (1976) Diplôme de l'école d'Etat-major de Tunis (1985),1969 1976 1985,Officier au sein de l'armée nationale (1975 - 1987) Enseignant de mathématiques au lycée l'espoir (1989 - 2011),Deuxième session extraordinaire
Houda Slim,Mouvement Nidaa Tounes,6ème sur la liste,Mouvement Nidaa Tounes,2015-02-20,2016-01-20,Bloc Al Horra du Mouvement Machrouu Tounes,2016-01-20,NA,,,,Deuxième session extraordinaire
Mohamed Mohsen Soudani,Mouvement Ennahdha,Tête de liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,,,,Deuxième session extraordinaire
Amal Souid,Mouvement Ennahdha,2ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Baccalauréat en mathématiques au lycée secondaire de Ghannouch (2007) Licence fondamentale en mathématiques de la Faculté des Sciences de Gabès (2010),2007 2010,,Deuxième session extraordinaire
Olfa Soukri,Mouvement Nidaa Tounes,4ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Maîtrise en économie et finances internationales de la faculté des sciences économiques et de gestion de Tunis (1998) Diplôme d'études spécialisées complémentaires en téléinformatique et réseaux de l'École nationale d'ingénieurs de Tunis (1999) Diplôme en études approfondies en économie internationale et économie du développement de l'Université Paris 1 Panthéon-Sorbonne (2000) Diplôme en études approfondies en économie internationale de la Faculté des Sciences Economiques et de Gestion de Tunis (2001) Executive program en trade policy de Harvard Kennedy School of Government (2012),1998 1999 1 2001 2012,Consultante auprès de l'OCDE (2012 -2013),Deuxième session extraordinaire
Hedi Soula,Mouvement Ennahdha,3ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,"Baccalauréat sciences et mathématiques au lycée technique la Mansoura, Kairouan (1983) Diplôme d'ingénieur des travaux publics de l'Etat, spécialité économie agricole de l'Ecole Supérieure de l'Agriculture de Mograne, Zaghouan (1987)",1983 1987,Ingénieur des travaux publics de l'Etat auprès du Commissariat Régional au Développement Agricole à Kairouan (1988),Deuxième session extraordinaire
Karima  Taggaz,Mouvement Ennahdha,3ème sur la liste,Mouvement Ennahdha,2016-09-20,NA,NA,NA,NA,Licence en psychologie de l'Université de la Sorbonne - Paris V Master en sciences de l'éducation,NA NA,Membre dans plusieurs instances de l'opposition politique du régime de Ben Ali depuis l'âge de 16 ans Membre dans plusieurs organismes estudiantins et politiques et de lutte pour les droits de l'homme  Membre du bureau exécutif de l'association représentante du parti Mouvement Ennahdha à Paris Membre du bureau de communication et de l'information de la centrale du parti Mouvement Ennahdha Candidate de la liste du Mouvement Ennahdha France Nord pour les élections de l'Assemblée Nationale Constituante en 2011,Deuxième session extraordinaire
Nawel Tayech,Mouvement Nidaa Tounes,4ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Baccalauréat en mathématiques au lycée secondaire d'Enfidha (2006) Maîtrise en gestion de l'Institut Supérieur de Commerce et de Comptabilité de Bizerte (2010),2006 2010,  ,Deuxième session extraordinaire
Faycel Tebini,La voix des agriculteurs,Tête de liste,Bloc Social-Démocrate,2015-02-20,NA,NA,NA,NA,,,,Deuxième session extraordinaire
Houda Tekaya,Mouvement Nidaa Tounes,2ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,,,,Deuxième session extraordinaire
Rim Thairi,Courant de l,3125 voix,Bloc Social-Démocrate,2016-01-20,2016-09-20,Bloc Démocrate,2017-10-20,NA,Baccalauréatà Kairouan (2002) Maitrise en Anglais de la Faculté des Lettres et Sciences Humaines de Tunis ,2002 NA,Elue à l'Assemblée Nationale Constituante sur la liste de la pétition populaire de la circonscription de Kairouan (2011 - 2014),Deuxième session extraordinaire
Mohamed Nejib Torjmane,Mouvement Nidaa Tounes,3ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,2016-01-20,Bloc Al Horra du Mouvement Machrouu Tounes,2016-01-20,NA,,,,Deuxième session extraordinaire
Sofien Toubel,Mouvement Nidaa Tounes,Tête de liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Maitrise en sciences physiques,"NA",,Deuxième session extraordinaire
Radhia Toumi,Mouvement Ennahdha,4ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Baccalauréat en mathématiques au lycée secondaire de Metouia (2001) Doctorat d'Etat en médecine de la faculté de médecine de Sousse (2010) Master en médecine gériatique de la faculté de médecine de Sfax - Mémoire en cours de préparation (2013),2001 2010 2013,"Bénévole en médecine générale à l'hôpital local d'Oudhref (2010 - 2011) Médecin généraliste dans une salle de soins à Zarat, délégation de Mareth du gouvernorat de Gabès (2012)",Deuxième session extraordinaire
Mohamed Troudi,Mouvement Nidaa Tounes,3ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,2016-02-20,Bloc Al Horra du Mouvement Machrouu Tounes,2016-04-20,NA,,,,Deuxième session extraordinaire
Dorra Yaacoubi,Union Patriotique Libre,Tête de liste,Union Patriotique Libre,2014-12-20,NA,NA,NA,NA,,,,Deuxième session extraordinaire
Hssine Yahyaoui,Mouvement Ennahdha,3ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,"Baccalauréat sciences - mathématiques au lycée secondaire de Bizerte (1977) Maîtrise es-sciences de la Faculté des Sciences et Techniques de Sfax (1982) Diplôme d'Études Approfondies en géologie - sciences appliquées des nappes phréatiques de la Faculté des Sciences et Techniques de Montpellier, France (1982) Doctorat en sciences des nappes phréatiques - sciences des nappes d'eau (1996)",1977 1982 1982 1996,Ingénieur géologue et chef d'arrondissement des ressources en eau du commissariat régional au développement agricole de Tataouine (1983 - 1995) Ingénieur géologue ensuite ingénieur géologue principal et chef d'arrondissement des ressources en eau du commissariat régional au développement agricole de Medenine (1995 - 1983) Ingénieur géologue principal en exerçant la fonction de chef d'arrondissement des ressources en eau du commissariat régional au développement agricole de Medenine et la suppression officielle de l'emploi fonctionnel pour appartenance au mouvement Ennahdha (1999 - 2007) Ingénieur géologue en chef et sous directeur chargé de l'arrondissement des ressources en eau du commissariat régional au développement agricole de Medenine (2007 - 2009) Ingénieur géologue en chef et chef de division de l'hydraulique et de l'équipement rural à Medenine au rang de directeur à une direction centrale au commissariat régional au développement agricole de Medenine (2009 - 2014),Deuxième session extraordinaire
Lilia Younes Ksibi,Afek Tounes,2ème sur la liste,Afek Tounes et l'appel des tunisiens à l'étranger,2015-02-20,NA,NA,NA,NA,,,,Deuxième session extraordinaire
Leila Zahaf,Mouvement Nidaa Tounes,2ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,2016-01-20,Bloc Al Horra du Mouvement Machrouu Tounes,2016-01-20,NA,Baccalauréat en Philosophie au lycée Carnot de Tunis (1975) Licence en Esthétique et Sciences de l'Art de l'Institut Technologique d'Art d'Architecture et d'Urbanisme Diplôme d'Études Approfondies en Esthétique et Sciences de l'Art de l'Institut Technologique d'Art d'Architecture et d'Urbanisme ,1975 NA NA,Enseignante universitaire à l'Institut supérieur des beaux-arts de Tunis (1979 - 2014),Deuxième session extraordinaire
Nadia Zangar,Mouvement Nidaa Tounes,3ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,2016-01-20,Bloc Al Horra du Mouvement Machrouu Tounes,2016-01-20,NA,Doctorat en médecine dentaire,"NA",,Deuxième session extraordinaire
Souad Zaouali,Mouvement Nidaa Tounes,2ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,2017-07-20,Bloc National,2017-09-20,NA,Baccalauréat en sciences du lycée secondaire Montfleury - Tunis (1976) Diplôme d'ingénieur en informatique de la Faculté des Sciences de Tunis (1983) Diplôme en administration électronique de l'École Nationale d'Administration - Institut de Développement des Compétences des Hauts Fonctionnaires (2008 - 2009),1976 1983 2008,"Directrice des études au Centre de l'Informatique au ministère des finances (1994) Directrice de l'informatique, de l'organisation et des programmes au ministère des domaines de l'Etat et des affaires foncières (1997) Directrice Générale de l'Informatique au ministère des domaines de l'Etat et des affaires foncières (2001) Directrice Générale à la SNIT Nord (2010)",Deuxième session extraordinaire
Ridha Zghondi,Union Patriotique Libre,Tête de liste,Union Patriotique Libre,2014-12-20,2016-04-20,Mouvement Nidaa Tounes,2016-05-20,NA, ,NA NA, ,Deuxième session extraordinaire
Yamina Zoghlami,Mouvement Ennahdha,2ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Baccalauréat littéraire au lycée privé El Ghazali (1989) Maitrise en histoire de la Faculté des Lettres et des Sciences Humaines 9 avril de Tunis (1995) Diplôme d'études approfondies en histoire moderne de la Faculté des Lettres et des Sciences Humaines 9 avril de Tunis (1997),1989 9 9,"Enseignante du secondaire au lycée privé ""Le progrès"" (1995- 2011)",Deuxième session extraordinaire
Hafedh Zouari,Afek Tounes,Tête de liste,Afek Tounes et l'appel des tunisiens à l'étranger,2014-12-20,NA,NA,NA,NA,Conseiller auprès de la municipalité de Kalâa Kebira (1995 - 2000),1995,"Membre de la Jeune Chambre Economique de Kalâa Kebira Président de l'Hirondelle sportive de Kalâa Kebira Président de l'association caritative ""dignité""",Deuxième session extraordinaire
Mohamed Zrig,Mouvement Ennahdha,Tête de liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,2 ans de physique – chimie à la faculté des sciences de Tunis,2,Chef de département au sein de la société arabe des engrais phosphatés et azotés du complexe industriel de Gabès (1981),Deuxième session extraordinaire
Leila ِChettaoui Bougatef,Mouvement Nidaa Tounes,4ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,2017-05-20,Bloc Al Horra du Mouvement Machrouu Tounes,2017-06-20,NA,Baccalauréat en Mathématiques au lycée Khaznadar de Tunis (1987) Maîtrise en gestion comptable à l'Institut Supérieur de Gestion de Tunis (1991) Certificat d'études Supérieures (CES) de Révision Comptable (1992),1987 1991 1992,Réviseur Comptable à PricewaterhouseCoopers - PwC (1991 - 1995) Directrice Administrative et Financière auprès du Groupe Beldi (1995 - 1999) Directrice Administrative et Financière auprès du Groupe Galian (2002 - 2004) Directrice Générale à l'Unité Tunisienne de sellerie (2004 - 2007) Enseignante à l'Institut Supérieur de Comptabilité et d'Administration des Entreprises - ISCAE à la Mannouba (2010- 2012) Dirigeante à Erickson College de développement humain en Tunisie (2010- 2012) Présidente de Impact Coaching (Depuis 2009),Deuxième session extraordinaire
MISSING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MISSING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MISSING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MISSING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MISSING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MISSING,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Samia Abbou,Courant Démocratique,Tête de liste,Bloc Démocrate,2016-10-20,NA,NA,NA,NA,Diplôme d’études approfondies de la Faculté de Droit (2010),2010,A rejoint le parti du Congrès Pour la République (2006 - 2013),Deuxième session ordinaire
Badreddine Abdelkefi,Mouvement Ennahdha,3ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Diplôme en sciences de la faculté des sciences de Sfax (1981),1981,Représentant des étudiants du sud durant le sommet du mouvement islamique en avril 1981,Deuxième session ordinaire
Abir Abdelli,Mouvement Nidaa Tounes,2ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,"Baccalauréat en économie gestion au lycée de Regueb (1997) Maîtrise en sciences de gestion de la Faculté de droit et des sciences politiques de Sousse (2002)  Diplôme d'Etudes Supérieures Spécialisées en sciences informatiques appliquées à la gestion à la Cité Technologique des Communications, SUPCOM, El Ghazela Tunis (2004)",1997 2002 2004,"Responsable commercial à BFTM (2004 - 2007) Responsable revendeur au journal ""Les Annonces"" (2007) Gestionnaire ressources humaines à Adecco Tunisie (2008 - 2012) Gestionnaire ressources humaines à kromberg & schubert (2012 - 2013) Responsable ressources humaines à Carthage Créances (2014)",Deuxième session ordinaire
Asma Abou Hana,Mouvement Nidaa Tounes,2ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Maitrise en Droit,"NA",,Deuxième session ordinaire
Mohamed Anouar Adhar,Afek Tounes,Tête de liste,Afek Tounes et l'appel des tunisiens à l'étranger,2014-12-20,2018-03-20,Allégeance à la Patrie,2018-04-20,NA,Diplôme en génie civile de l'Ecole Polytechnique de Lviv de l'Ex-Union Soviétique (1985),1985,A rejoint le parti Afek Tounes en 2014,Deuxième session ordinaire
Oussama Al Sghaier,Mouvement Ennahdha,2ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,"Licence en sciences politiques et relations diplomatiques internationales à l'université ""La Sapienza"" de Rome","NA",Elu à l'Assemblée Nationale Constituante sur la liste du mouvement Ennahdha de la circonscription de l'Italie (2011 - 2014) Responsable de l'information du conseil de la choura du mouvement Ennahdha,Deuxième session ordinaire
Lotfi Ali,Parti l,4623 voix,Bloc Social-Démocrate,2014-12-20,2016-07-20,Mouvement Nidaa Tounes,2016-07-20,NA,,,,Deuxième session ordinaire
Aymen Aloui,Front Populaire,Tête de liste,Front Populaire,2014-12-20,NA,NA,NA,NA,,,,Deuxième session ordinaire
Souhail Alouini,Mouvement Nidaa Tounes,Tête de liste,Mouvement Nidaa Tounes,2014-12-20,2016-01-20,Bloc Al Horra du Mouvement Machrouu Tounes,2016-01-20,NA,Baccalauréat scientifique du collège bruxellois Jean XXIII (1976) Candidature en sciences médicales à l'Université catholique de Louvain (1976 - 1979) Doctorat en médecine de l'Université libre de Bruxelles (1982),1976 1976 1982,"Chef de service de chirurgie pédiatrique à l'hôpital militaire Zayed, Abu Dhabi (1997 - 2011) Chef de service de chirurgie pédiatrique à l'hôpital militaire Zayed, Abu Dhabi (1997 - 2011) Chirurgien pédiatre au Centre médical Ibn Sina depuis 2011",Deuxième session ordinaire
Nizar Amami,Front Populaire,Tête de liste,Front Populaire,2014-12-20,NA,NA,NA,NA,,,,Deuxième session ordinaire
Ahmed Ameri,Mouvement Ennahdha,3ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,"Cours par correspondance en raffinage du gaz naturel dans un établissement privé en Belgique (1977) Diplômes de formation en spécialité du centre de formation de Khelidia, Tunis (1982)",1977 1982,Traducteur auprès d'étudiants américains à l'Institut des Régions Arides de Medenine (1974 - 1976) Chef d'équipe spécialisée en raffinage du gaz dans les champs d' El Borma auprès de la Société Tunisienne de l'Electricité et du Gaz (1976) Interruption du travail pendant 20 ans en raison des procès de 1987 et la reprise en vertu de l'amnistie générale de 2011,Deuxième session ordinaire
Hssan Amri,Mouvement Nidaa Tounes,3ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Formation libre - technicien informatique,"NA",Membre du Conseil National du mouvement Nidaa Tounes (2012),Deuxième session ordinaire
Noura Amri,Mouvement Nidaa Tounes,6ème sur la liste,Mouvement Nidaa Tounes,2015-07-20,NA,NA,NA,NA,,,,Deuxième session ordinaire
Ammar Amroussia,Front Populaire,Tête de liste,Front Populaire,2014-12-20,NA,NA,NA,NA,,,,Deuxième session ordinaire
Mbarka Aouania ,Front Populaire,Tête de liste,Front Populaire,2014-12-20,NA,NA,NA,NA,Baccalauréat littéraire (1988) Des études supérieures en Droit à la faculté de Droit et des Sciences Politiques de Tunis,1988 NA,,Deuxième session ordinaire
Jihen Aouichi,Mouvement Nidaa Tounes,2ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA, ,NA NA,  ,Deuxième session ordinaire
Sahbi Atig,Mouvement Ennahdha,Tête de liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,"Baccalauréat scientifique et technologique  A rejoint la  Faculté des Sciences mathématiques, physiques et naturelles de Tunis Licence de théologie à l’université de la Zeitouna (1985) Diplôme d'études approfondies porté sur l’œuvre de Mohamed Tahar Ben Achour",NA NA 1985 NA,A rejoint le Mouvement de la Tendance Islamique puis le mouvement Ennahdha (1975),Deuxième session ordinaire
Wafa Attia,Mouvement Ennahdha,4ème sur la liste,Mouvement Ennahdha,2015-02-20,NA,NA,NA,NA,,,,Deuxième session ordinaire
Chafik Ayadi,Front Populaire,Tête de liste,Front Populaire,2014-12-20,NA,NA,NA,NA,"Baccalauréat au lycée secondaire 15 novembre, route El Ain (1976) A étudié les ressources humaines à la faculté de gestion de Sfax A étudié l'histoire à la faculté des lettres en Irak ensuite à la faculté des lettres de la Mannouba",15 NA NA,A rejoint l'enseignement au secondaire en 1984,Deuxième session ordinaire
Chaker Ayadi,Mouvement Nidaa Tounes,3ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,,,,Deuxième session ordinaire
Fathi Ayadi,Mouvement Ennahdha,Tête de liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,,,,Deuxième session ordinaire
Dalila Babba,Mouvement Ennahdha,2ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Licence en droit de la Faculté de Droit de Sousse  A poursuivi ses études en droit privé à l'Université de Grenoble ,NA NA,Militante politique auprès du mouvement Ennahdha dès l'âge de 15 ans,Deuxième session ordinaire
Kalthoum Badreddine,Mouvement Ennahdha,2ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Baccalauréat au lycée secondaire 20 Mars 1956 de Sfax (1982) Licence en Droit (1986) Equivalence de l'aptitude à la profession d'avocat en validant la première année de master (1987),20 1986 1987,Elue à l'Assemblée Nationale Constituante sur la liste du mouvement Ennahdha de la circonscription Sfax 2 (2011 - 2014) Membre du conseil de la Choura du mouvement Ennahdha,Deuxième session ordinaire
Chakib Bani,Mouvement Nidaa Tounes,4ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,,,,Deuxième session ordinaire
Walid Banneni,Mouvement Ennahdha,Tête de liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Diplôme de l'Ecole Nationale d'Administration en 1976 Diplôme de gestion des entreprises,1976 NA,Chef de service au ministère du Transport,Deuxième session ordinaire
Salah Bargaoui,Mouvement Nidaa Tounes,Tête de liste,Mouvement Nidaa Tounes,2014-12-20,2016-01-20,Bloc Al Horra du Mouvement Machrouu Tounes,2016-01-20,NA,,,,Deuxième session ordinaire
Tarek Barrak,Front Populaire,Tête de liste,Front Populaire,2014-12-20,NA,NA,NA,NA,,,,Deuxième session ordinaire
Souad Bayouli,Front Populaire,Tête de liste,Front Populaire,2014-12-20,NA,NA,NA,NA,,,,Deuxième session ordinaire
Mohamed Ali Bedoui,Mouvement Ennahdha,Tête de liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,,,,Deuxième session ordinaire
Ali Belakhoua,Union Patriotique Libre,Tête de liste,Union Patriotique Libre,2014-12-20,2016-04-20,Mouvement Nidaa Tounes,2016-06-20,NA,Baccalauréat (1983) Diplôme d'ingénieur électrique de l'Université du Missouri aux États-Unis d'Amérique (1987),1983 1987,Directeur Général de la Société Starz Electronics depuis 2011,Deuxième session ordinaire
Abdelmoumen Belanes,Front Populaire,Tête de liste,Front Populaire,2014-12-20,NA,NA,NA,NA,,,,Deuxième session ordinaire
Haykel Belgacem,Front Populaire,Tête de liste,Front Populaire,2014-12-20,NA,NA,NA,NA,  ,NA NA NA,,Deuxième session ordinaire
Mondher Belhaj Ali,Mouvement Nidaa Tounes,Tête de liste,Mouvement Nidaa Tounes,2014-12-20,2016-01-20,Bloc Al Horra du Mouvement Machrouu Tounes,2016-01-20,NA,Diplômé de la Faculté de Droit et des Sciences Economiques de Tunis,"NA",Membre du comité exécutif du mouvement Nidaa Tounes depuis Septembre 2012,Deuxième session ordinaire
Bochra Belhaj Hamida,Mouvement Nidaa Tounes,2ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,2016-03-20,Bloc Al Horra du Mouvement Machrouu Tounes,2016-04-20,NA,Baccalauréat en Lettres au lycée secondaire El Omrane (1975) Diplôme d'études supérieures en droit privé de la faculté de droit et des sciences politiques de Tunis (1980) Certificat d'Aptitude à la Profession d'Avocat (1981),1975 1980 1981,Avocate stagiaire (1981) Avocate auprès de la cour de cassation (1992),Deuxième session ordinaire
Moez Belhaj Rhouma,Mouvement Ennahdha,3ème sur la liste,Mouvement Ennahdha,2015-02-20,NA,NA,NA,NA,,,,Deuxième session ordinaire
Lakhdhar Belhouchat,Mouvement Ennahdha,5ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Baccalauréat sciences et mathématiques au lycée technique de Medenine (1985),1985,Maitre d'application principal depuis 1985,Deuxième session ordinaire
Aroua Ben Abbas,Mouvement Ennahdha,2ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,,,,Deuxième session ordinaire
Najia Ben Abdelhafidh,Mouvement Nidaa Tounes,2ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,2017-04-20,Bloc National,2017-05-20,NA,Diplôme en langue française et civilisation arabo-musulmane,"NA",,Deuxième session ordinaire
Noureddine Ben Achour,Union Patriotique Libre,Tête de liste,Union Patriotique Libre,2014-12-20,2016-04-20,Mouvement Nidaa Tounes,2016-05-20,NA,Baccalauréat en Lettres au lycée secondaire de Beja (1983) Licence en droit de la Faculté de Droit et des Sciences Politiques d'Alger (1987),1983 1987,Agriculteur depuis 1990 Avocat depuis 2014,Deuxième session ordinaire
Mustapha Ben Ahmed,Mouvement Nidaa Tounes,3ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,2016-01-20,Bloc Al Horra du Mouvement Machrouu Tounes,2016-01-20,NA,,"NA",,Deuxième session ordinaire
Khawla Ben Aicha,Mouvement Nidaa Tounes,2ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,2016-01-20,Bloc Al Horra du Mouvement Machrouu Tounes,2016-01-20,NA,Licence Fondamentale en Gestion de l'Institut des Hautes Etudes Commerciales de Carthage (2010) Master en Marketing et relations Internationales de l'ESGCI (2012) MBA en Marketing et Publicité de l'ESG (2012) Master en Langues et Cultures Etrangères de l'Université de Lorraine(2013) Doctorat en sciences de l'information et de la communication de l'Université de Lorraine (en cours),2010 2012 2012 2013 NA,Consultante en marketing et communication Enseignante assistante à l'université de Lorraine,Deuxième session ordinaire
Nadhir Ben Ammou,Mouvement Ennahdha,3ème sur la liste,Mouvement Ennahdha,2014-12-20,2017-09-20,Allégeance à la Patrie,2018-04-20,NA,Baccalauréat littéraire au lycée secondaire Ali Balhawen de Nabeul (1978) Licence en droit privé et en sciences criminelles de la Faculté de Droit et des Sciences Politiques de Tunis (1982) Diplôme d'études approfondies en droit privé et en sciences criminelles de la Faculté de Droit et des Sciences Politiques de Tunis (1984) Agrégation en droit privé et en sciences criminelles (1996) Doctorat d'Etat en droit privé et en sciences criminelles de la Faculté de Droit et des Sciences Politiques de Tunis (1996),1978 1982 1984 1996 1996,Assistant d'enseignement supérieur à la Faculté de Droit et des Sciences Politiques de Tunis (1984 - 1996) Avocat auprès de la cour de cassation depuis 1985 Professeur de l'enseignement supérieur à la Faculté de Droit et des Sciences Politiques de Tunis (1996 - 2014) Chef du département de droit privé à la Faculté de Droit et des Sciences Politiques de Tunis (2003 - 2005) Vice-doyen et directeur des études à la Faculté de Droit et des Sciences Politiques de Tunis (2008 - 2011),Deuxième session ordinaire
Bechir Ben Amor,Mouvement Nidaa Tounes,Tête de liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,Diplôme d'études supérieures en ingénierie,"NA",,Deuxième session ordinaire
Hedi Ben Braham,Mouvement Ennahdha,Tête de liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,Baccalauréat en économie au lycée des graçons de Sousse (1970) Licence en sciences économiques et gestion à la Faculté de Droit et des Sciences Economiques de Tunis (1974) Diplôme d'études approfondies en économie et gestion à la Faculté de Droit et des Sciences Economiques de Tunis (1981),1970 1974 1981,Professeur d'enseignement supérieur en économie et gestion à l'Ecole Supérieure d'Agriculture de Mograne (1984 - 1994) Chef de service des affaires administratives et financières à l'Institut d'Economie Quantitative (1975 - 1978) Chef de service de contrôle de gestion à la Société Nationale de Cellulose et de Papier Alfa (1979 - 1981) Expert en études économiques et de gestion auprès de CEGOS et SAMEF (bureaux d'études) 1982- 1986 Directeur financier et membre du comité de contrôle à la Société Tunisienne des Industries de Pneumatiques (STIP) en Tunisie et au Maroc (1986 - 2011),Deuxième session ordinaire
Abdelkader Ben Dhifallah,Union Patriotique Libre,Tête de liste,Union Patriotique Libre,2014-12-20,NA,NA,NA,NA,Baccalauréat mathématiques et technique au lycée technique de Nabeul (1995) Diplôme de technicien supérieur en économie et gestion de l'Institut Supérieur des Études Technologiques de Sfax (1998),1995 1998,Agriculteur depuis 1998,Deuxième session ordinaire
Mahbouba Ben Dhifallah,Mouvement Ennahdha,2ème sur la liste,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,,,,Deuxième session ordinaire
Faouzia Ben Fodha,Union Patriotique Libre,Tête de liste,Union Patriotique Libre,2014-12-20,NA,NA,NA,NA,,,,Deuxième session ordinaire
Ramzi Ben Fraj,Mouvement Ennahdha,4336 voix,Mouvement Ennahdha,2014-12-20,NA,NA,NA,NA,,,,Deuxième session ordinaire
Sahbi Ben Fraj,Mouvement Nidaa Tounes,5ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,2016-01-20,Bloc Al Horra du Mouvement Machrouu Tounes,2016-01-20,NA,Doctorat en cardiologie,"NA",Membre du bureau exécutif de l'association tunisienne de prévention des accidents de la route (2004 - 2008),Deuxième session ordinaire
El Khansa Ben Harrath,Mouvement Nidaa Tounes,2ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,NA,NA,NA,NA,,,,Deuxième session ordinaire
Rabha Ben Hassine,Mouvement Nidaa Tounes,4ème sur la liste,Mouvement Nidaa Tounes,2014-12-20,2016-01-20,Bloc Al Horra du Mouvement Machrouu Tounes,2016-01-20,NA,Maitrise en philosophie,"NA",,Deuxième session ordinaire
